Title,Country,Year,Operating Temperature (℃),Cathode Pressure (bar),Anode Pressure (bar),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,Anode Catalyst Type,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Catalyst Loading,Catahode Catalyst Loading,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),MEA Preparation Method,CCM_0/GDE_1,Membrane Thickness (μm),EW,Type,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1)
New insights into the stability of a high performance nanostructured catalyst for sustainable water electrolysis,Germany,2019,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,,30,,0.34 mg Ir + Ru    cm?2,0.1 mg cm-2 Pt,0.34,0.1,CCM,0,90,1000,short-side chain perfluorosulfonic acid Aquivion?membrane,0.09314,0.60276,1.39096,2.23328,3.0756,3.91792,1,1,0,1000
"PEM water electrolysis: Innovative approaches
towards catalyst separation, recovery and recycling",Germany,2019,80,1,1,1,50,25,85.52915767,0,14.47084233,0,0,Pure Oxide,,60,,2.25 mg cm-2 Ir,0.8 mg cm-2 Pt,2.25,0.8,CCM,0,175,1100,Nafion 117,0.2634,0.68076,1.16975,1.68943,2.25297,2.87572,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,80,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.009,0.01542,0.10383,0.46432,0.73829,0.94395,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,80,1,1,1,60,25,0,37.7,23.7,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0076,0.005,0.06171,0.27307,0.4867,0.7565,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,80,1,1,1,60,25,0,14.7,23.4,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0048,0.005,0.00517,0.08562,0.29925,0.47874,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,28,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.006,0.001,0.00566,0.10551,0.40263,0.59336,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,40,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0073,0.001,0.0346,0.14749,0.44909,0.73764,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,50,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0082,0.001,0.05212,0.23186,0.51144,0.82404,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,60,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0092,0.001,0.07454,0.32723,0.65083,0.91941,0,0,0,0
Preparation of RuxPd1-xO2electrocatalysts for the oxygen evolution reaction (OER) in PEM water electrolysis,India,2017,70,1,1,1,60,25,0,60.3,23.9,0,0,Pure Oxide,,30,,3 mg Ru+ Pd cm-2,0.7 mg cm-2 Pt,3,0.7,CCM,0,125,1100,Nafion 115,0.0096,0.001,0.09859,0.3961,0.73968,0.96384,0,0,0,0
"Pt atoms on doped carbon nanosheets with ultrahigh N content as 
a superior bifunctional catalyst for hydrogen evolution/oxidation",China,2013,60,1,1,1,40,4.5,85.52915767,0,14.47084233,0,0,Pure Oxide,3,1.4,10,2 mg cm-2 Ir,0.025 mg cm-2 Pt,2,0.025,CCM,0,50,1100,Nafion 212,0.12108,0.3833,0.6861,1.00307,1.32391,1.6338,0,0,0,0
"Pt atoms on doped carbon nanosheets with ultrahigh N content as 
a superior bifunctional catalyst for hydrogen evolution/oxidation",China,2013,60,1,1,1,40,4.5,85.52915767,0,14.47084233,0,0,Pure Oxide,3,20,10,2 mg cm-2 Ir,0.05 mg cm-2 Pt,2,0.05,CCM,0,50,1100,Nafion 212,0.09725,0.30405,0.57593,0.84136,1.09971,1.32004,0,0,0,0
An oxygen evolution catalyst on an antimony doped tin oxide nanowire structured support for proton exchange membrane liquid water electrolysis,China,2015,80,1,1,1,3,1,85.73,0,14.27,0,0,Pure Oxide,,40,,0.75,0.2 mg cm-2 Pt,0.642975,0.2,CCM,0,50,1100,Nafion 212,0.1825,1.06823,2.11586,3.16349,4.21112,5.25875,0,0,0,0
An oxygen evolution catalyst on an antimony doped tin oxide nanowire structured support for proton exchange membrane liquid water electrolysis,China,2015,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb–SnO2 NP (mass ratio of 1 : 1),,40,,0.75,0.2 mg cm-2 Pt,0.288660375,0.2,CCM,0,50,1100,Nafion 212,0.34155,1.31046,2.8105,4.31054,5.81058,7.31062,0,0,0,0
An oxygen evolution catalyst on an antimony doped tin oxide nanowire structured support for proton exchange membrane liquid water electrolysis,China,2015,80,1,1,1,3,1,38.48805,0,17.7521,0,1,IrO2/Sb–SnO2 NP (mass ratio of 1 : 1),,40,,0.75,0.2 mg cm-2 Pt,0.288660375,0.2,CCM,0,50,1100,Nafion 212,0.39551,1.75678,3.50634,5.2559,7.00546,8.75502,0,0,0,0
"Effects of bolt torque and contact resistance on the performance of the
polymer electrolyte membrane electrolyzers",Turkey,2015,80,1,1,1,,50,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2 mg cm-2 Ir and     2 mg cm-2 Pt ,4 mg cm-2 Pt,4,4,CCM,0,254,1100,Nafion 1110,0.01225,0.14003,0.34206,0.5695,0.80758,1.09792,0,0,0,0
"Effects of bolt torque and contact resistance on the performance of the
polymer electrolyte membrane electrolyzers",Turkey,2015,80,1,1,1,,50,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2 mg cm-2 Ir and     2 mg cm-2 Pt ,4 mg cm-2 Pt,4,4,CCM,0,254,1100,Nafion 1110,0.01682,0.13657,0.34902,0.59243,0.85492,1.20602,0,0,0,0
"Effects of bolt torque and contact resistance on the performance of the
polymer electrolyte membrane electrolyzers",Turkey,2015,80,1,1,1,,50,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2 mg cm-2 Ir and     2 mg cm-2 Pt ,4 mg cm-2 Pt,4,4,CCM,0,254,1100,Nafion 1110,0.01673,0.13825,0.36549,0.63241,0.91492,1.23807,0,0,0,0
In situ characterisation of PEM water electrolysers using a novel reference electrode,United Kingdom,2015,55,1,1,1,,8,68.33,15.4,16.27,0,0,Pure Oxide,,40,,3,0.6 mg cm-2 Pt,2.5119,0.6,CCM,0,175,1100,Nafion 117,0.01516,0.15024,0.34885,0.55613,0.77929,0.99483,0,0,0,0
Non-precious metal electrocatalysts for hydrogen production in proton exchange membrane water electrolyzer,Korea,2017,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Pure Oxide,,0,,0.1,"0.06 mg cm-2
 Cu93.7Mo6.3",0.085529158,0,GDE,1,50,1100,Nafion 212,0.0073,0.02658,0.11851,0.28625,0.50218,0.73064,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,30,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.06745,0.37259,0.81026,1.33037,1.90057,2.46384,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,40,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.10752,0.50204,1.00212,1.60237,2.24886,2.86838,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,50,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.18997,0.64767,1.20092,1.88748,2.59714,3.27291,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,60,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.25182,0.79392,1.44168,2.13844,2.93398,3.69659,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,70,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.35564,0.97901,1.67172,2.43764,3.28293,4.06503,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,80,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.50143,1.13235,1.89879,2.70045,3.60471,4.48294,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,90,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,120,870,The Aquivion?SSC ionomer membrane (E87-12S),0.69208,1.36281,2.14533,2.9937,3.86121,4.87267,0,0,0,0
"Performance of a PEM water electrolyser combining
an IrRu-oxide anode electrocatalyst and a short-
side chain Aquivion membrane",Italy,2015,90,1,1,1,2,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,0.25,30,0.5,"1.5 mg cm-2
 Ir+Ru",0.4 mg cm-2 Pt,1.5,0.4,CCM,0,125,1100,Nafion 115,0.61104,1.20591,1.8988,2.66476,3.54579,4.42622,0,0,0,0
"Polymer Electrolyte Membrane Electrolyzers Utilizing Non-
precious Mo-based Hydrogen Evolution Catalysts","United
States",2015,80,1,1,1,6,1,100,0,0,0,0,Ir  black,,0,,2 mg cm-2 Ir,"3 mg cm-2
MoSx-CB",2,0,CCM,0,125,1100,Nafion 115,0.00719,0.0406,0.16493,0.37531,0.64833,0.93295,0,0,0,0
"Polymer Electrolyte Membrane Electrolyzers Utilizing Non-
precious Mo-based Hydrogen Evolution Catalysts","United
States",2015,80,1,1,1,6,1,100,0,0,0,0,Ir  black,,0,,2 mg cm-2 Ir,"3 mg cm-2
Mo3S13-CB",2,0,CCM,0,125,1100,Nafion 115,0.0123,0.09186,0.2649,0.5189,0.80212,1.07653,0,0,0,0
"Polymer Electrolyte Membrane Electrolyzers Utilizing Non-
precious Mo-based Hydrogen Evolution Catalysts","United
States",2015,80,1,1,1,6,1,100,0,0,0,0,Ir  black,,0,,2 mg cm-2 Ir,"3 mg cm-2
MoP丨S-CB",2,0,CCM,0,125,1100,Nafion 115,0.02389,0.10601,0.28044,0.5407,0.85478,1.14334,0,0,0,0
"Polymer Electrolyte Membrane Electrolyzers Utilizing Non-
precious Mo-based Hydrogen Evolution Catalysts","United
States",2015,80,1,1,1,6,1,100,0,0,0,0,Ir  black,,20,,2 mg cm-2 Ir,0.5 mg cm-2 Pt,2,0.5,CCM,0,125,1100,Nafion 115,0.31756,0.63418,0.91764,1.16514,1.41264,1.66014,0,0,0,0
"Radiation-Grafted Polymer Electrolyte Membranes for Water
Electrolysis Cells: Evaluation of Key Membrane Properties",Switzerland,2015,80,3,3,3,500,29.16,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2.03 mg cm-2 Ir,1.05 mg cm-2 Pt,2.03,1.05,CCM,0,79.5,869.5652174,St/AN/DiPB (SG)-based MEA （radiation-grafted membrane）,0.1167,0.36443,0.52428,0.6355,0.78516,0.93482,0,0,0,0
"Radiation-Grafted Polymer Electrolyte Membranes for Water
Electrolysis Cells: Evaluation of Key Membrane Properties",Switzerland,2015,80,3,3,3,500,29.16,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,2.03 mg cm-2 Ir,1.05 mg cm-2 Pt,2.03,1.05,CCM,0,125,1100,commercial MEA,0.09139,0.32265,0.59156,0.87695,1.1286,1.38025,0,0,0,0
The electrocatalytic properties of an IrO2/SnO2catalyst using SnO2as a support and an assisting reagent for the oxygen evolution reaction,China,2011,80,1,1,1,3,1,85.73,0,14.27,0,0,"IrO2
Pure Oxide",,40,,1,0.2 mg cm-2 Pt,0.8573,0.2,CCM,0,50,1100,Nafion 212,0.05503,0.62422,1.58244,2.44603,3.30962,4.17321,0,0,0,0
The electrocatalytic properties of an IrO2/SnO2catalyst using SnO2as a support and an assisting reagent for the oxygen evolution reaction,China,2011,80,1,1,1,3,1,64.11,0,16.02,0,1,IrO2/SnO2 (2:1),,40,,1,0.2 mg cm-2 Pt,0.6411,0.2,CCM,0,50,1100,Nafion 212,0.15587,1.00942,2.02069,3.09886,4.17703,5.2552,0,0,0,0
The electrocatalytic properties of an IrO2/SnO2catalyst using SnO2as a support and an assisting reagent for the oxygen evolution reaction,China,2011,80,1,1,1,3,1,36.5,0,18.25,0,1,IrO2/SnO2 (1:2),,40,,1,0.2 mg cm-2 Pt,0.365,0.2,CCM,0,50,1100,Nafion 212,0.01823,0.46699,1.34444,2.0508,2.75716,3.46352,0,0,0,0
Constructing a Multifunctional Interface between Membrane and Porous Transport Layer for Water Electrolyzers,Germany,2021,80,1,1,1,50,25,85.73,0,14.27,0,0,Pure Oxide,0.33,60,0.25,0,0.8 mg cm-2 Pt,0,0.8,GDE,1,175,1100,nafion117,0.136,0.386,0.716,1.084,1.467,1.85,0,0,0,0
Constructing a Multifunctional Interface between Membrane and Porous Transport Layer for Water Electrolyzers,Germany,2021,80,1,1,1,50,25,85.73,0,14.27,0,0,Pure Oxide,0.33,60,0.25,0.005 mg cm-2 Ir,0.8 mg cm-2 Pt,0.005,0.8,GDE,1,175,1100,nafion117,0.146,0.481,0.897,1.335,1.805,2.275,0,0,0,0
Constructing a Multifunctional Interface between Membrane and Porous Transport Layer for Water Electrolyzers,Germany,2021,80,1,1,1,50,25,85.73,0,14.27,0,0,Pure Oxide,0.33,60,0.25,0.013 mg cm-2 Ir,0.8 mg cm-2 Pt,0.013,0.8,GDE,1,175,1100,nafion117,0.16,0.526,0.961,1.442,1.956,2.47,0,0,0,0
Constructing a Multifunctional Interface between Membrane and Porous Transport Layer for Water Electrolyzers,Germany,2021,80,1,1,1,50,25,85.73,0,14.27,0,0,Pure Oxide,0.33,60,0.25,0.025 mg cm-2 Ir,0.8 mg cm-2 Pt,0.025,0.8,GDE,1,175,1100,nafion117,0.16,0.526,1.014,1.529,2.044,2.559,0,0,0,0
Constructing a Multifunctional Interface between Membrane and Porous Transport Layer for Water Electrolyzers,Germany,2021,80,1,1,1,50,25,85.73,0,14.27,0,0,Pure Oxide,0.33,60,0.25,0.05 mg cm-2 Ir,0.8 mg cm-2 Pt,0.05,0.8,GDE,1,175,1100,nafion117,0.16,0.526,1.014,1.529,2.044,2.559,0,0,0,0
FeP Nanocatalyst with Preferential [010] Orientation Boosts the Hydrogen Evolution Reaction in Polymer-Electrolyte Membrane Electrolyzer,The Netherlands,2020,22,1,1,1,0.166666667,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx(商用）,0.25,0,0.25,3,0.4 mg cm-2 FeP,2.734366353,0,GDE,1,125,1100,nafion115,0.0015,0.004,0.019,0.051,0.096,0.159,0,0,0,0
FeP Nanocatalyst with Preferential [010] Orientation Boosts the Hydrogen Evolution Reaction in Polymer-Electrolyte Membrane Electrolyzer,The Netherlands,2020,22,1,1,1,0.166666667,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx（商用）,0.25,100,0.25,3,0.5 mg cm-2 Pt,2.734366353,0.5,GDE,1,125,1100,nafion115,0.012,0.094,0.194,0.33,0.466,0.602,0,0,0,0
"Highly stable RuO2/SnO2 nanocomposites as anode
electrocatalysts in a PEM water electrolysis cell
",Republic of Korea,2013,80,1,1,1,7,4,0,75.66401816,24.33598184,0,0,Pure RuO2,,40,,3,0.6 mg cm-2 Pt,2.269920545,0.6,CCM,0,125,1100,nafion115,0.239,0.513,0.857,1.201,1.545,1.889,0,0,0,0
"Highly stable RuO2/SnO2 nanocomposites as anode
electrocatalysts in a PEM water electrolysis cell
",Republic of Korea,2013,80,1,1,1,7,4,0,23.83808219,22.38354235,0,1,RuO2/SnO2(mass ratios 0.45:1),,40,,3,0.6 mg cm-2 Pt,0.715142466,0.6,CCM,0,125,1100,nafion115,0.239,0.528,0.848,1.168,1.488,1.808,0,0,0,0
"Highly stable RuO2/SnO2 nanocomposites as anode
electrocatalysts in a PEM water electrolysis cell
",Republic of Korea,2013,80,1,1,1,7,4,0,30.35461078,22.62905869,0,1,RuO2/SnO2(mass ratios 0.67:1),,40,,3,0.6 mg cm-2 Pt,0.910638323,0.6,CCM,0,125,1100,nafion115,0.288,0.579,0.915,1.251,1.587,1.923,0,0,0,0
"Highly stable RuO2/SnO2 nanocomposites as anode
electrocatalysts in a PEM water electrolysis cell
",Republic of Korea,2013,80,1,1,1,7,4,0,39.10927536,22.95889891,0,1,RuO2/SnO2(mass ratios 1.07:1),,40,,3,0.6 mg cm-2 Pt,1.173278261,0.6,CCM,0,125,1100,nafion115,0.326,0.613,0.929,1.245,1.561,1.877,0,0,0,0
Performance enhancement of PEM electrolyzers through iridium-coated titanium porous transport layers,Germany,2018,80,1,1,1,,25,85.52915767,0,14.47084233,0,0,"IrO2(Alfa Aesar, Premion, 99.99%)",,60,,2.2,0.8 mg cm?2 Pt,1.881641469,0.8,CCM,0,175,1100,nafion117,0.197,0.608,0.117,1.684,2.272,2.86,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,30,1,1,1,60,25,0,75.66401816,24.33598184,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.269920545,0.7,CCM,0,125,1100,nafion115,0.006,0.03,0.102,0.22,0.402,0.605,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,40,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.5065,0.7,CCM,0,125,1100,nafion115,0.0076,0.054,0.131,0.254,0.46,0.762,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,50,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.5065,0.7,CCM,0,125,1100,nafion115,0.008,0.06,0.153,0.3,0.518,0.801,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,60,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.5065,0.7,CCM,0,125,1100,nafion115,0.0088,0.07,0.177,0.335,0.565,0.876,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,70,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.5065,0.7,CCM,0,125,1100,nafion115,0.012,0.082,0.2,0.381,0.631,0.932,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,80,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,0,,3, 0.7 mg cm?2 Pd/P-CNPs,2.5065,0.7,CCM,0,125,1100,nafion115,0.023,0.094,0.225,0.43,0.72,1.04,0,0,0,0
"Phosphorus-doped carbon nanoparticles supported palladium
electrocatalyst for the hydrogen evolution reaction (HER) in PEM
water electrolysis",Germany,2018,80,1,1,1,60,25,0,83.55,16.45,0,0, RuO2,,30,,3, 0.7 mg cm?2 Pt/CB,2.5065,0.21,CCM,0,125,1100,nafion115,0.03,0.103,0.286,0.52,0.801,1.093,0,0,0,0
"Polarization characteristics of a low catalyst loading PEM water
electrolyzer operating at elevated temperature",Republic of Korea,2016,90,1,1,1,15,6.25,85.52915767,0,14.47084233,0,0,IrO2,,46.3,,0.1,0.4 mg cm-2 Pt,0.085529158,0.4,GDE,1,50,1100,nafion212,0.435,1.019,1.535,1.914,2.244,2.693,0,0,0,0
"Polarization characteristics of a low catalyst loading PEM water
electrolyzer operating at elevated temperature",Republic of Korea,2016,120,1.5,1.5,1.5,15,6.25,85.52915767,0,14.47084233,0,0,IrO2,,46.3,,0.1,0.4 mg cm-2 Pt,0.085529158,0.4,GDE,1,50,1100,nafion212,0.903,1.716,3.017,4.412,5.769,7.046,0,0,0,0
"Polarization characteristics of a low catalyst loading PEM water
electrolyzer operating at elevated temperature",Republic of Korea,2016,120,2,2,2,15,6.25,85.52915767,0,14.47084233,0,0,IrO2,,46.3,,0.1,0.4 mg cm-2 Pt,0.085529158,0.4,GDE,1,50,1100,nafion212,0.848,1.716,3.103,4.641,6.186,7.683,0,0,0,0
"Polarization characteristics of a low catalyst loading PEM water
electrolyzer operating at elevated temperature",Republic of Korea,2016,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,IrO2,,46.3,,0.1,0.4 mg cm-2 Pt,0.085529158,0.4,GDE,1,50,1100,nafion212,0.778,1.805,3.284,4.971,1.899,8.342,0,0,0,0
The effect of cathode nitrogen purging on cell performance and in operando neutron imaging of a polymer electrolyte membrane electrolyzer,Canada,2018,40,1,1,1,20,25,100,0,0,0,0,Ir black,,100,,1 mg cm-2 Ir,0.3 mg cm-2 Pt,1,0.3,CCM,0,,1100,Nafion 1110,0.026,0.195,0.402,0.627,0.867,1.107,0,0,0,0
"Initial approaches in benchmarking and round
robin testing for proton exchange membrane water
electrolyzers",Germany,2019,60,1,1,1,50,25,85.52915767,0,14.47084233,0,0, IrOx,,100,,2.5 mg cm-2 Ir,0.8 mg cm-2 Pt,2.5,0.8,CCM,0,175,1100,nafion117,0.068,0.363,0.751,1.181,1.633,2.085,0,0,0,0
"Initial approaches in benchmarking and round
robin testing for proton exchange membrane water
electrolyzers",Germany,2019,80,1,1,1,50,25,85.52915767,0,14.47084233,0,0, IrOx,,100,,2.5 mg cm-2 Ir,0.8 mg cm-2 Pt,2.5,0.8,CCM,0,175,1100,nafion117,0.162,0.546,1.028,1.557,2.106,2.655,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,59.70877787,0,9.941511515,0,1,IrO2/TiV-0,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.037,0.145,0.293,0.453,0.603,0.75,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,57.84506658,0,9.631203586,0,1,IrO2/TiV-10,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.047,0.181,0.341,0.516,0.69,0.855,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,57.81239854,0,9.625764357,0,1,IrO2/TiV-20,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.051,0.191,0.369,0.569,0.765,0.97,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,66.86367932,0,11.13280261,0,1,IrO2/TiV-30,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.058,0.204,0.392,0.59,0.778,0.95,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,85.52915767,0,14.47084233,0,0,Pure Oxide,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.058,0.204,0.409,0.644,0.905,1.166,0,0,0,0
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,66.86367932,0,11.13280261,0,1,IrO2/TiV-30,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.05682,0.20426,0.378,0.57823,0.74885,0.90039,1,1,0,10
"Investigation of V-doped TiO2as an anodic catalyst
support for SPE water electrolysis",China,2017,80,1,1,1,40,3.645,66.86367932,0,11.13280261,0,1,IrO2/TiV-30,0.33,40,0.33,2.5 mg cm-2 Ir,0.5 mg cm-2 Pt,2.5,0.5,CCM,0,175,1100,nafion117,0.04532,0.17875,0.34508,0.51473,0.66841,0.82092,1,1,0,50
"Investigations on degradation of the long-term proton exchange
membrane water electrolysis stack",China,2014,60,1,1,1,1800,160,100,0,0,0,0,"Iridium black (Johnson matthey, HiSPECTM 160000) ",0.4,40,0.6,1.5 mg cm-2 Ir,0.4 mg cm-2 Pt,1.5,0.4,CCM,0,125,1100,nafion115,0.124,0.469,0.852,1.235,1.618,2.001,0.5,0.5,0,7800
